,Drugname,id
4207,prenatal vitamins tablet,4207
4208,prenatal vitamins,4208
4209,prenatal vitamin 27 mg-0.8 mg tablet,4209
4210,prenatal vit #33-iron-fa-dha combination package,4210
4211,prenatal plus,4211
4212,prenatal plus (calcium carbonate) 27 mg iron-1 tablet,4212
4213,prenatal low iron,4213
4214,maxzide-25 mg,4214
4215,prenatal multivitamins,4215
4216,maxipime vial with threaded port,4216
4217,maxifed,4217
4218,maxichlor peh dm,4218
4219,maxfe,4219
4220,maxepa,4220
4221,prenatal complete,4221
4222,prenatal 400 mcg chewable tablet multivitamins,4222
4223,prenatal 19,4223
4224,prenatabs fa,4224
4225,prenatabs rx,4225
4226,prena1 pearl,4226
4227,prenaissance,4227
4228,premsyn pms,4228
4229,matzim la,4229
4230,matristem micromatrix 100 mg topical powder,4230
4231,mastisol liquid,4231
4232,"mastisol adhesive dropperette, single use dropper",4232
4233,"pregnitude 200 mcg-2,000 mg oral powder packet",4233
4234,pregnenolone powder,4234
4235,prefera-ob plus dha,4235
4236,prefest,4236
4237,prefera ob,4237
4238,prefera-ob one,4238
4239,mar-cof cg,4239
4240,marcaine-epinephrine vial,4240
4241,mapo oil,4241
4242,"marcaine-epinephrine (pf) 0.5 %-1:200,000 injection solution",4242
4243,"mapap suspension, (final dose form)",4243
4244,mapap sinus,4244
4245,mapap,4245
4246,mapap arthritis pain,4246
4247,mapap pm,4247
4248,mannitol 20 % intravenous solution,4248
4249,manganese sulfate powder,4249
4250,mannitol 0 mg-5 mg-10 mg-20 mg-40 mg inhalation powder in a capsule,4250
4251,maltodextrin-fructooligosacch liquid,4251
4252,maltodextrin (bulk) 100 % powder,4252
4253,"pred forte suspension, drops (final dose form)",4253
4254,"pred mild suspension, drops (final dose form)",4254
4255,precose,4255
4256,precedex vial,4256
4257,pre protein 20,4257
4258,major-prep hemorrhoidal ointment with applicator,4258
4259,magox 400,4259
4260,magnesium-vitamin d3-turmeric,4260
4261,magnesium tablet,4261
4262,"magnesium-lactated ringers plastic bag, injection",4262
4263,"magnesium sulfate-0.9% nacl solution, intravenous piggyback",4263
4264,magnesium sulfate syringe,4264
4265,magnesium sulfate (laxative) granules,4265
4266,magnesium stearate powder,4266
4267,magnesium sulfate (bulk) 100 % crystals,4267
4268,magnesium salicylate tablet,4268
4269,magnesium phosphate powder,4269
4270,magnesium oxide-pyridoxine hcl tablet,4270
4271,magnesium oxide-mg aa chelate capsule,4271
4272,magnesium oxide (bulk) 100 % powder,4272
4273,magnesium oxide,4273
4274,magnesium hydroxide suspension,4274
4275,magnesium malate 16.2 % powder,4275
4276,psoriasis medicated shampoo,4276
4277,pseudoephedrine-ibuprofen tablet,4277
4278,pramoxine-benzyl alcohol gel,4278
4279,"pralidoxime solution, reconstituted (recon soln)",4279
4280,pracasil tm-plus gel,4280
4281,purelax 17 gram/dose oral powder,4281
4282,"pulmozyme solution, non-",4282
4283,puralube ointment,4283
4284,magnesium glycinate tablet,4284
4285,pulmicort flexhaler 180 mcg/actuation breath activated,4285
4286,pulmocare,4286
4287,magnesium glycinate (bulk) 15 % powder,4287
4288,magnesium citrate powder,4288
4289,magnesium citrate tablet,4289
4290,magnesium chloride vial,4290
4291,"magnesium aspartate hcl tablet, delayed release (enteric coated)",4291
4292,magnesium capsule,4292
4293,magnesium citrate,4293
4294,magnesium dr,4294
4295,maginex,4295
4296,"magic bullet suppository, rectal",4296
4297,mag-al plus xs,4297
4298,mag glycinate,4298
4299,mag64,4299
4300,mag delay,4300
4301,pr benzoyl peroxide cleanser,4301
4302,pulmicort ampul for nebulization,4302
4303,maca,4303
4304,maalox maximum strength,4304
4305,"maalox advanced suspension, (final dose form)",4305
4306,miaderm lotion,4306
4307,micatin cream,4307
4308,maalox advanced,4308
4309,"micafungin solution, reconstituted (recon soln)",4309
4310,mi-acid,4310
4311,m-end pe,4311
4312,mibelas 24 fe,4312
4313,m-clear wc,4313
4314,m-end dmx,4314
4315,m.v.i.-12 vial,4315
4316,powderlax 17 gram/dose oral,4316
4317,plexion cream,4317
4318,phillips' colon health,4318
4319,phenagil,4319
4320,pfizerpen vial,4320
4321,petrolatum ointment,4321
4322,perphenazine-amitriptyline,4322
4323,"peroxyl dental rinse solution, non-",4323
4324,persa-gel gel,4324
4325,"peroxide sore mouth cleanser solution, non-",4325
4326,periomed solution,4326
4327,perindopril-amlodipine tablet,4327
4328,peridin-c,4328
4329,perform pain relieving 3.1 % topical gel dermatological irritants-counter-irritant formulations,4329
4330,perflutren lipid microspheres suspension,4330
4331,perdiem,4331
4332,percura,4332
4333,percogesic,4333
4334,pnv-select,4334
4335,perative,4335
4336,percogesic extra strength,4336
4337,peramivir (pf) solution,4337
4338,pnv-ob with dha,4338
4339,pnv-dha,4339
4340,peptamen,4340
4341,peptamen 1.5,4341
4342,pentosan polysulfate sodium capsule,4342
4343,pentostatin vial,4343
4344,pentazocine-naloxone hcl,4344
4345,pentamidine 300 mg solution for inhalation antiprotozoal agents,4345
4346,pentam 300 vial,4346
4347,penicillin v potassium,4347
4348,penicillin g procaine syringe,4348
4349,penicillin g potassium vial,4349
4350,penetran + plus lotion,4350
4351,penderm cream,4351
4352,"pegvisomant solution, reconstituted (recon soln)",4352
4353,pegintron redipen pen injector kit,4353
4354,"penicillin gk-iso-osm dextrose solution, piggyback premix frozen",4354
4355,penicillin g sodium vial,4355
4356,penicillin g benzathine syringe,4356
4357,peginterferon alfa-2b kit,4357
4358,peginterferon alfa-2a solution,4358
4359,pegintron kit,4359
4360,pnv 29-1,4360
4361,pneumococcal 23-val ps vaccine solution,4361
4362,pneumovax 23 vial,4362
4363,"peg3350-sod sul-nacl-kcl-asb-c powder in packet, sequential",4363
4364,peg 400-propylene glycol drops,4364
4365,peg 3350-electrolytes-vitamin c 100 g-7.5 g-2.691 g-4.7 g powder pack,4365
4366,pcca custom lipo-max cream,4366
4367,pediatric electrolyte oral solution,4367
4368,pcca cosmetic hrt base cream,4368
4369,pediasure sidekicks liquid,4369
4370,pc tar shampoo,4370
4371,pediapred,4371
4372,pedialyte oral solution,4372
4373,pedia relief cough-cold,4373
4374,pitocin vial,4374
4375,piperacillin-tazobactam vial,4375
4376,pirfenidone capsule,4376
4377,pirmella,4377
4378,piqray 250 mg/day (200 mg x 1-50 1) tablet antineoplastic - phosphatidylinositol 3-kinase alpha inhib.,4378
4379,pioglitazone-metformin,4379
4380,"pioglitazone-metformin tablet, extended release multiphase 24 hr (tablet, er hr)",4380
4381,"ped multivit#142-iron-fluoride tablet, chewable",4381
4382,"pink bismuth suspension, (final dose form)",4382
4383,phytomulti,4383
4384,photofrin vial,4384
4385,phosphorated carbohydrate solution,4385
4386,phospholine iodide drops,4386
4387,phosphatidyl serine (bulk) 20 % powder,4387
4388,phosphate laxative,4388
4389,phos-nak 280 mg-160 mg-250 mg oral powder packet,4389
4390,phospha 250 neutral,4390
4391,phlexy-vits,4391
4392,phillips' milk of magnesia,4392
4393,phenylhistine dh,4393
4394,phenylephrine-cocoa butter suppository,4394
4395,phenylbutazone powder,4395
4396,phenylalanine 50 mg oral powder packet,4396
4397,"phentermine-topiramate capsule, extended release multiphase 24 hr (capsule, er hr)",4397
4398,phenoxybenzamine hcl,4398
4399,phentolamine mesylate vial,4399
4400,phenylade 40 10 gram-84 kcal/25 gram oral powder packet,4400
4401,"phenaseptic spray, non-aerosol",4401
4402,"phenadoz suppository, rectal",4402
4403,phenagil ch,4403
4404,phazyme,4404
4405,plo gel mediflo pre-mixed,4405
4406,plexion lotion,4406
4407,plenvu 140 gram-9 gram-5.2 gram powder pack,4407
4408,plexion cleanser,4408
4409,"plexion pads, medicated",4409
4410,plasma protein fraction parenteral solution,4410
4411,plan b one-step,4411
4412,povidone-iodine 10 % topical solution,4412
4413,potiga,4413
4414,"potassium, sodium phosphates 280 mg-160 mg-250 mg oral powder packet",4414
4415,"potassium phosphate, monobasic tablet, soluble",4415
4416,potassium phosphate vial,4416
4417,potassium nitrate (bulk) granules,4417
4418,potassium gluconate (bulk) powder,4418
4419,"potassium cl-lidocaine-ns solution, intravenous piggyback",4419
4420,potassium gluconate,4420
4421,potassium iodide solution,4421
4422,potassium citrate er,4422
4423,"potassium chloride-nacl solution, intravenous",4423
4424,potassium citrate granules,4424
4425,potassium cl-calcium phos-mag tablet,4425
4426,potassium chloride vial,4426
4427,potassium chloride,4427
4428,potassium chloride (bulk) powder,4428
4429,"potassium chloride tablet, extended release particles/crystals",4429
4430,"potassium chloride tablet, extended release",4430
4431,potassium bitartrate (bulk) powder,4431
4432,potassium bicarbonate and chloride 25 meq effervescent tablet,4432
4433,potassium acetate vial,4433
4434,potaba,4434
4435,"posaconazole 100 mg tablet,delayed release azole antifungals-systemic",4435
4436,posaconazole 200 mg/5 ml (40 mg/ml) oral suspension azole antifungals-systemic,4436
4437,"ponaris nasal emollient solution, non-",4437
4438,poly-vi-sol with iron,4438
4439,poly-vi-sol,4439
4440,poly-tussin ac,4440
4441,poly-vent dm,4441
4442,"polysporin 500 unit-10,000 unit/gram topical ointment",4442
4443,polyvinyl alcohol drops,4443
4444,poly-vent ir,4444
4445,"polysorbate 80 solution, non-",4445
4446,polysaccharide iron 150,4446
4447,"polysorbate 20 solution, non-",4447
4448,polypeg suppository wax,4448
4449,polymyxin b sul-trimethoprim drops,4449
4450,poly-hist pd,4450
4451,poly-iron,4451
4452,poly-iron 150 forte,4452
4453,polyethylene glycol 3350 17 gram/dose oral powder,4453
4454,polyethylene glycol 300 liquid,4454
4455,polyethylene glycol 1450 powder,4455
4456,polyethylene glycol 1000 powder,4456
4457,poly hist forte tablet,4457
4458,podophyllum resin liquid,4458
4459,podiapn,4459
4460,papaverine (bulk) powder,4460
4461,rynex pe,4461
4462,rynex dm,4462
4463,rydapt,4463
4464,paroex mouthwash,4464
4465,paricalcitol,4465
4466,parafon forte dsc,4466
4467,papaya tablet,4467
4468,papaya enzyme,4468
4469,papaverine hcl vial,4469
4470,pantothenic acid,4470
4471,panoxyl-4 cleanser,4471
4472,pandel cream,4472
4473,pamprin multi-symptom,4473
4474,pamprin max,4474
4475,pamidronate disodium vial,4475
4476,pain reliever pm,4476
4477,pain reliever plus,4477
4478,pain reliever (acetaminophen-aspirin) 250 mg-250 mg-65 mg tablet,4478
4479,pain reliever extra strength 500 mg tablet,4479
4480,pain reliever,4480
4481,"pain relief tablet, extended release",4481
4482,pain relief pm,4482
4483,pain relief regular strength 325 mg tablet,4483
4484,pain relief extra strength,4484
4485,pain relief extra strength tablet,4485
4486,pain relief adult,4486
4487,pain & fever,4487
4488,pain & sleep,4488
4489,pacnex cleanser,4489
4490,paclitaxel-protein bound suspension for reconstitution,4490
4491,polar freeze gel,4491
4492,rosemary oil,4492
4493,rulox,4493
4494,rutin,4494
4495,royal jelly,4495
4496,ru-hist d,4496
4497,royal jelly-bee pollen-ginseng capsule,4497
4498,"rotavirus vaccine live, penta suspension",4498
4499,rotateq,4499
4500,rosula cleanser,4500
4501,rose bengal (bulk) 100 % powder,4501
4502,rosanil cleanser,4502
4503,rosadan cream,4503
4504,rolaids,4504
4505,rocuronium bromide vial,4505
4506,robitussin pediatric cough,4506
4507,robitussin cough-chest-cong dm,4507
4508,robinul forte,4508
4509,robinul vial,4509
4510,robitussin cough & cold cf,4510
4511,robinul,4511
4512,robafen-dm,4512
4513,robafen ac liquid,4513
4514,reopro vial,4514
4515,repaglinide-metformin hcl,4515
4516,rifabutin,4516
4517,"rauwolfia serpentina (bulk) 0.15 % (not less than, usp) powder",4517
4518,rasuvo auto-injector,4518
4519,razadyne,4519
4520,razadyne er,4520
4521,rapamune,4521
4522,rapamune tablet,4522
4523,"ragwitek tablet, sublingual",4523
4524,radium ra 223 dichloride solution,4524
4525,radiagel gel,4525
4526,"radicava solution, intravenous piggyback",4526
4527,"rabies vacc,human diploid (pf) solution, reconstituted (recon soln)",4527
4528,rabavert vial,4528
4529,rabano yodado,4529
4530,rixubis vial,4530
4531,ritonavir capsule,4531
4532,ritonavir 100 mg oral powder packet,4532
4533,ritonavir solution,4533
4534,risaquad-2,4534
4535,risaquad,4535
4536,risamine 0.44 %-20.6 % topical ointment dermatological irritants-counter-irritant formulations,4536
4537,"rinvoq er 15 mg tablet,extended release antirheumatic agents (biologic dmards)",4537
4538,riomet,4538
4539,ringworm cream,4539
4540,"ringers injection solution, intravenous",4540
4541,"rimso-50 solution, non-",4541
4542,rimantadine hcl,4542
4543,rilpivirine tablet,4543
4544,rimabotulinumtoxinb solution,4544
4545,right step prenatal vitamins,4545
4546,rifampin-isoniazid capsule,4546
4547,rifamate,4547
4548,ribose 20 kcal/5 gram oral powder,4548
4549,ricola 8 mg lozenges not applicable,4549
4550,ribociclib tablet,4550
4551,ribasphere tablet,4551
4552,ribasphere ribapak,4552
4553,ribasphere,4553
4554,riax foam,4554
4555,rcf soy formula,4555
4556,retrovir,4556
4557,retinoic acid powder,4557
4558,retavase kit,4558
4559,retaine pm ointment,4559
4560,"retaine mgd dropperette, single use dropper",4560
4561,resveratrol (bulk) greater than 98 % powder,4561
4562,resveratrol,4562
4563,restora rx,4563
4564,restora sprinkles 15 mg-250 mcg oral powder packet,4564
4565,restora,4565
4566,respaire-30,4566
4567,respa a.r.,4567
4568,resource thickenup oral packet,4568
4569,restfully sleep,4569
4570,resinol ointment,4570
4571,rescriptor,4571
4572,"resectisol solution, irrigation",4572
4573,rescon-gg,4573
4574,"rescriptor tablet, dispersible",4574
4575,rescon,4575
4576,rescon-dm,4576
4577,req49+,4577
4578,replesta,4578
4579,replens gel with prefilled applicator,4579
4580,rephresh gel with prefilled applicator,4580
4581,rephresh pro-b,4581
4582,reno caps,4582
4583,rena-vite rx,4583
4584,renova cream,4584
4585,rena-vite,4585
4586,renal caps,4586
4587,"renacidin solution, irrigation",4587
4588,remeven cream,4588
4589,remedy phytoplex z-guard paste,4589
4590,remedy calazime skin paste 0.4 %-20 % topical,4590
4591,rhopressa drops,4591
4592,reliaderm cream roll-on,4592
4593,rhophylac syringe,4593
4594,rheumate,4594
4595,relagesic,4595
4596,relagard jelly with applicator,4596
4597,rehyla hair-body cleanser,4597
4598,regranex gel,4598
4599,refresh tears drops,4599
4600,"refresh plus dropperette, single use dropper",4600
4601,refresh p.m. ointment,4601
4602,"refresh optive sensitive dropperette, single use dropper",4602
4603,refresh optive advanced drops,4603
4604,refresh lacri-lube ointment,4604
4605,refresh optive drops,4605
4606,"refresh liquigel drops, liquid gel",4606
4607,refissa cream,4607
4608,"refresh classic dropperette, single use dropper",4608
4609,reese's pinworm,4609
4610,red yeast rice,4610
4611,red wine capsule,4611
4612,red wine extract plus,4612
4613,recothrom vial,4613
4614,recedo gel,4614
4615,"re:iimmune 6,000 mg-10 mg-275 mg oral powder packet",4615
4616,rea lo 40 lotion,4616
4617,quinacrine (bulk) powder,4617
4618,quillivant xr,4618
4619,quinapril-hydrochlorothiazide,4619
4620,"quflora tablet, chewable",4620
4621,quillichew er,4621
4622,quercetin dihydrate (bulk) 100 % powder,4622
4623,qudexy xr,4623
4624,quartette,4624
4625,q-sorb co q-10 plus,4625
4626,q-tussin dm,4626
4627,q-sorb co q-10,4627
4628,q-tussin,4628
4629,surmontil,4629
4630,surfaxin vial,4630
4631,surfak,4631
4632,supress-dx,4632
4633,suprep,4633
4634,"suppository suppository, rectal",4634
4635,supprelin la kit,4635
4636,support-500,4636
4637,suphedrine pe sinus and allergy 4 mg-10 mg tablet,4637
4638,suphedrine pe 10 mg tablet,4638
4639,superplex-t,4639
4640,super probiotic,4640
4641,super duper diaper doo ointment,4641
4642,super b complex-vitamin c,4642
4643,strovite one,4643
4644,striverdi respimat mist inhaler,4644
4645,strontium chloride hexahydrate crystals,4645
4646,strong iodine,4646
4647,stress b,4647
4648,sunvite,4648
4649,sunosi 150 mg tablet narcolepsy therapy-dopamine and norepinephrine reuptake inh.,4649
4650,"sumaxin ts suspension, topical",4650
4651,"sumaxin pads, medicated",4651
4652,sumatriptan-naproxen tablet,4652
4653,sumavel dosepro needle-free injector,4653
4654,streptomycin sulfate vial,4654
4655,streptomycin powder,4655
4656,stopain 6 % topical spray dermatological irritants-counter-irritant formulations,4656
4657,stop smoking aid lozenge,4657
4658,stool softener-stimulant lax,4658
4659,stool softener capsule,4659
4660,stool softener,4660
4661,stool softener-laxative,4661
4662,stiolto respimat mist inhaler,4662
4663,sterilid foam,4663
4664,sss 10-5 cream,4664
4665,ssd cream,4665
4666,"sterile saline spray, non-aerosol",4666
4667,sss 10-5 foam,4667
4668,sski,4668
4669,sulfo lo bar,4669
4670,sulfathiazole (bulk) powder,4670
4671,sulfapyridine powder,4671
4672,"sulfamethoxazole-trimethoprim suspension, (final dose form)",4672
4673,sulfamethoxazole-trimethoprim vial,4673
4674,sulfamerazine crystals,4674
4675,sulfamethoxazole-trimethoprim,4675
4676,sulfamethoxazole (bulk) powder,4676
4677,sulfadiazine powder,4677
4678,sulfadiazine,4678
4679,"sulfacleanse 8-4 suspension, topical",4679
4680,"sulfacetamide sodium suspension, topical",4680
4681,sulfacetamide sodium ointment,4681
4682,sulfacetamide powder,4682
4683,sulfacetamide sodium drops,4683
4684,sulfacetamide sodium cream,4684
4685,sulbutiamine tablet,4685
4686,sufentanil citrate ampul,4686
4687,"sudogest tablet, extended release",4687
4688,steglatro,4688
4689,stearic acid powder,4689
4690,stay awake tablet,4690
4691,stanozolol (bulk) 100 % powder,4691
4692,stavudine,4692
4693,stay cool,4693
4694,starlix,4694
4695,stahist ad,4695
4696,sudogest,4696
4697,sudafed 24-hour,4697
4698,sudafed 12-hour,4698
4699,sudafed pe,4699
4700,sucrose crystals,4700
4701,sudafed,4701
4702,sucraid,4702
4703,st. john's wort (bulk) powder,4703
4704,"sublocade solution, extended release syringe",4704
4705,syprine,4705
4706,synribo vial,4706
4707,synercid vial,4707
4708,synalgos-dc,4708
4709,syndros,4709
4710,"synera adhesive patch, medicated self-heating",4710
4711,synagis vial,4711
4712,symproic,4712
4713,symlinpen 60 pen injector,4713
4714,symlinpen 120 pen injector,4714
4715,symax-sr,4715
4716,"symax-sl tablet, sublingual",4716
4717,symax duotab,4717
4718,symax,4718
4719,sylatron kit,4719
4720,q-pap,4720
4721,q-pap extra strength,4721
4722,syeda,4722
4723,q-dryl,4723
4724,qbrexza towelette,4724
4725,"sorbsan topical wound dressing 3"" x",4725
4726,"skyrizi 150 mg/1.66 ml(75 mg/0.83 ml x 2) subcutaneous syringe kit monoclonal antibody, interleukin 23 antagonists",4726
4727,sorbsan bandage,4727
4728,soy isoflavones,4728
4729,soy isoflavone,4729
4730,sotradecol vial,4730
4731,sorilux foam,4731
4732,"sorbitol solution, irrigation",4732
4733,sorbitol solution,4733
4734,soothing pureway-c,4734
4735,sorbidon hydrate cream,4735
4736,soothe xp drops,4736
4737,"soothe lubricant dropperette, single use dropper",4737
4738,soothe hydration drops,4738
4739,soothe & cool body lotion,4739
4740,sonafine emulsion,4740
4741,somatuline depot syringe,4741
4742,somavert vial,4742
4743,somnicin,4743
4744,"skintegrity spray, non-aerosol",4744
4745,solu-cortef 100 mg solution for injection,4745
4746,soltamox,4746
4747,solosec,4747
4748,solesta gel for implant in syringe,4748
4749,soliris vial,4749
4750,"solarcaine aerosol, spray",4750
4751,sol carb 94.5 gram-376 kcal/100 gram oral powder,4751
4752,sofosbuvir-velpatasvir,4752
4753,sof-lax,4753
4754,sodium thiosulfate vial,4754
4755,sodium tetradecyl sulfate 3 % (30 mg/ml) intravenous solution venosclerosing agents,4755
4756,sodium sulfacetamide-sulfur foam topical sulfonamide antimicrobials,4756
4757,sodium sulfacetamide cleanser,4757
4758,sodium sulfacetamide-sulfur lotion topical sulfonamide antimicrobials,4758
4759,sodium sulfacetamide-sulfur cream topical sulfonamide antimicrobials,4759
4760,sodium sulfacetamide-sulfur kit,4760
4761,sodium sulfacetamide-sulfur cleanser topical sulfonamide antimicrobials,4761
4762,sodium sulfacetamide shampoo,4762
4763,sodium salicylate powder,4763
4764,sodium phosphates enema,4764
4765,sodium polystyrene sulfonate oral powder,4765
4766,sodium polystyrene sulfonate,4766
4767,sodium phosphate vial,4767
4768,sodium phenylbutyrate tablet,4768
4769,sodium phenylbutyrate 0.94 gram/gram oral powder,4769
4770,sodium oxybate solution,4770
4771,sodium nitroprusside vial,4771
4772,sodium nitrite granules,4772
4773,sodium metabisulfite (bulk) powder,4773
4774,sodium hyaluronate 10 mg/ml intra-articular syringe visco-elastics,4774
4775,sodium edecrin vial,4775
4776,sodium citrate & citric acid,4776
4777,"sodium chloride solution, intravenous",4777
4778,"sodium chloride spray, non-aerosol",4778
4779,sodium chloride vial,4779
4780,sodium chloride ointment,4780
4781,sodium chloride granules,4781
4782,sodium chloride drops,4782
4783,sodium chloride 3 % intravenous injection solution,4783
4784,sodium chloride 1 gram tablet (oral supplement),4784
4785,slow-mag,4785
4786,slow release iron,4786
4787,"sodium chloride 1,000 mg soluble tablet",4787
4788,slow fe,4788
4789,sleepgels,4789
4790,sleep-tabs 25 mg tablet,4790
4791,sleep tabs,4791
4792,sleep tablet,4792
4793,sleep aid,4793
4794,sleep aid capsule,4794
4795,sleep ii,4795
4796,sleep aid tablet,4796
4797,sodium chloride 0.9 % injection solution not applicable,4797
4798,sodium borate powder,4798
4799,sodium bicarbonate (bulk) powder,4799
4800,sodium bicarb-sodium chloride kit,4800
4801,sodium benzoate (bulk) powder,4801
4802,sodium bicarbonate vial,4802
4803,sodium bicarbonate,4803
4804,sod ferric gluconate complex vial,4804
4805,sps,4805
4806,spritam,4806
4807,sportscreme cream,4807
4808,spravato 84 mg (28 x 3) nasal spray nmda receptor antagonist antidepressant,4808
4809,spirulina,4809
4810,spironolactone-hctz,4810
4811,spg supposi-base wax,4811
4812,sitagliptin-metformin tablet,4812
4813,sirolimus,4813
4814,"sitagliptin-metformin tablet, extended release multiphase 24 hr (tablet, er hr)",4814
4815,sitzmarks,4815
4816,sirolimus solution,4816
4817,sinus-allergy pe,4817
4818,sinuva implant,4818
4819,sinus maximum strength,4819
4820,sinus headache,4820
4821,sinus headache pe,4821
4822,sinus congestion & pain tablet,4822
4823,sintralyne-pm,4823
4824,simply sleep,4824
4825,similac prenatal,4825
4826,silvrstat gel,4826
4827,silvasorb bandage,4827
4828,siltussin dm,4828
4829,siltussin sa,4829
4830,silicon dioxide (bulk) powder,4830
4831,silica gel powder,4831
4832,silace,4832
4833,signifor ampul,4833
4834,shohl's modified,4834
4835,sf 5000 plus cream,4835
4836,sfrowasa enema,4836
4837,scot-tussin dm,4837
4838,seysara,4838
4839,sevoflurane liquid,4839
4840,zuplenz,4840
4841,severe allergy-sinus headache,4841
4842,severe allergy,4842
4843,setlakin,4843
4844,se-tan plus,4844
4845,serotonin hcl (bulk) 97 % powder,4845
4846,zytaze,4846
4847,"zypram kit, cream and towelette",4847
4848,zymaxid drops,4848
4849,zyncol,4849
4850,zyflo cr,4850
4851,zyflo,4851
4852,serophene,4852
4853,zydelig,4853
4854,"serevent diskus blister, with inhalation device",4854
4855,serenagen,4855
4856,"sernivo aerosol, spray with pump",4856
4857,"septocaine 4 %-1:200,000 injection cartridge local anesthetics - parenteral",4857
4858,sensorcaine vial,4858
4859,sensorcaine-epinephrine vial,4859
4860,sennosides-docusate sodium,4860
4861,sennosides,4861
4862,senokot-s,4862
4863,senna-gen,4863
4864,senna-s,4864
4865,sennalax-s,4865
4866,"saxagliptin-metformin tablet, extended release multiphase 24 hr (tablet, er hr)",4866
4867,saw palmetto-pumpkin seed oil 160 mg capsule,4867
4868,sarna sensitive lotion,4868
4869,sarna original 0.5 %-0.5 % lotion dermatological irritants-counter-irritant formulations,4869
4870,senior probiotic,4870
4871,"sapropterin tablet, soluble",4871
4872,senexon-s,4872
4873,se-natal 19,4873
4874,selsun blue naturals shampoo,4874
4875,semaglutide 0.25 mg or 0.5 (2 mg/1.5 ml) subcutaneous pen injector,4875
4876,selsun blue 1 % shampoo,4876
4877,selenomax,4877
4878,selenium sulfide-aloe vera shampoo,4878
4879,selenium sulfide shampoo,4879
4880,"select-ob tablet, chewable",4880
4881,segluromet,4881
4882,select-ob + dha,4882
4883,sapropterin 100 mg oral powder packet,4883
4884,sandimmune,4884
4885,"sani-supp suppository, rectal",4885
4886,santyl ointment,4886
4887,sani-supp (adult) rectal,4887
4888,sandimmune capsule,4888
4889,samsca,4889
4890,sam-e tablet,4890
4891,salvax foam,4891
4892,sam-e,4892
4893,salonpas topical patch dermatological irritants-counter-irritant formulations,4893
4894,"salonpas-hot adhesive patch, medicated",4894
4895,"salonpas adhesive patch, medicated",4895
4896,salmon oil-1000,4896
4897,salmon oil,4897
4898,salkera foam,4898
4899,seb-prev cleanser,4899
4900,sebex shampoo,4900
4901,"sea soft spray, non-aerosol",4901
4902,saline nasal 0.65 % spray aerosol,4902
4903,"salicylic acid kit, cleanser and cream extended release",4903
4904,salicylic acid in collodion liquid,4904
4905,salicylic acid shampoo,4905
4906,salicylic acid-methyl salicylate-talc topical powder,4906
4907,salicylic acid liquid,4907
4908,salicylic acid foam,4908
4909,salicylic acid film-forming liquid with applicator,4909
4910,"salex kit, cleanser and cream extended release",4910
4911,salex shampoo,4911
4912,salicylic acid gel,4912
4913,salicylic acid (bulk) powder,4913
4914,salagen,4914
4915,shingrix kit,4915
4916,safflower oil,4916
4917,saffron,4917
4918,sacch boulardi-bacill coag-fos capsule,4918
4919,sabril,4919
4920,sabril 500 mg oral powder packet,4920
4921,"s.t.37 solution, non-",4921
4922,"scalpicin solution, non-",4922
4923,scandishake,4923
4924,"scalp relief solution, non-",4924
4925,"ztlido adhesive patch, medicated",4925
4926,zmax,4926
4927,"zerit solution, reconstituted",4927
4928,zetonna hfa aerosol with adapter,4928
4929,zephrex-d,4929
4930,zerit,4930
4931,zevalin kit,4931
4932,zemplar,4932
4933,zemplar vial,4933
4934,zembrace symtouch pen injector,4934
4935,zebeta,4935
4936,zebutal,4936
4937,zeaxanthin (bulk) 90 % powder,4937
4938,zeasorb af 2 % topical powder,4938
4939,"zithranol-rr cream, rapid release",4939
4940,zithranol shampoo,4940
4941,zinc-15,4941
4942,zinc sulfate vial,4942
4943,zinc undecylenate powder,4943
4944,zinc sulfate,4944
4945,zinc tablet,4945
4946,zinc oxide diaper cream,4946
4947,zinc lozenge,4947
4948,zinc gluconate 50 mg tablet,4948
4949,zinc acetate capsule,4949
4950,zinacef 750 mg solution for injection,4950
4951,zinacef vial,4951
4952,zim's max-freeze 3.7 % topical gel dermatological irritants-counter-irritant formulations,4952
4953,"zilretta suspension,extended release vial",4953
4954,zilactin-b gel,4954
4955,scalp relief liquid,4955
4956,zidovudine,4956
4957,ziagen,4957
4958,zoster vaccine live (pf) suspension for reconstitution,4958
4959,zortress,4959
4960,zontivity,4960
4961,zonalon cream,4961
4962,zoledronic acid vial,4962
4963,zolinza,4963
4964,zohydro er,4964
4965,zodryl ac 25,4965
4966,yupelri vial for nebulizer,4966
4967,yohimbe capsule,4967
4968,zavesca,4968
4969,yte,4969
4970,yodora cream,4970
4971,zatean-pn plus,4971
4972,zatean-ch,4972
4973,yohimbe bark,4973
4974,zatean-pn dha,4974
4975,zarxio 480 mcg/0.8 ml injection syringe leukocyte stimulating factors,4975
4976,zamicet,4976
4977,zaltrap vial,4977
4978,zanfel cleanser,4978
4979,yervoy vial,4979
4980,yf-vax vial,4980
4981,tykerb,4981
4982,tylenol-codeine no.4,4982
4983,tylenol-codeine no.3,4983
4984,tussin cough liquid,4984
4985,"trichloroacetic acid solution, reconstituted, non-",4985
4986,tru-micin lotion,4986
4987,tronolane cream,4987
4988,trombonex,4988
4989,trolamine salicylate cream,4989
4990,trokendi xr,4990
4991,trivora-28,4991
4992,tri-vylibra,4992
4993,triveen-duo dha,4993
4994,tristart dha,4994
