,Condition,id
1426,Calming of Intubated Patient by Administration of Sedative,140357
1427,Asthma Prevention,140358
1428,Allergic Asthma,140359
1429,Late Onset Asthma,140360
1430,Exercise-Induced Bronchospasm Prevention,140361
1431,Controller Medication for Asthma,140362
1432,Infection due to unusual Mycobacteria,140363
1433,Yeast Infection of Vagina and Vulva,140365
1434,Severe Chronic Obstructed Lung Disease,140367
1435,Excessive Hairiness,140368
1436,Fluid Accumulation in Cornea of the Eye causing Swelling,140369
1437,Ear Wax that has Hardened and May Cause Blockage,140370
1438,Skin Wound Infection due to Streptococcus Pyogenes Bacteria,140371
1439,Infection of the Skin caused by Staphylococcus Aureus,140372
1440,Type of Skin Infection - Impetigo,140373
1441,Methicillin-Resistant Staphylococcus Aureus Bacteria in Nose,140374
1442,A Severe Skin Infection - Ecthyma,140375
1443,Burn,140376
1444,Presence of Boils On the Skin,140378
1445,Skin Ulcer,140379
1446,Inflammation of a Hair Follicle,140380
1447,Anemia From Inadequate Folic Acid,140381
1448,Paroxysmal Atrial Fibrillation,140382
1449,Inflammation of the Cornea of the Eye due to Bacteria,140383
1450,Severe Difficult to Treat Nodular Acne,140384
1451,Excessive Involuntary Trembling,140385
1452,Tonic-Clonic Epilepsy,140386
1453,CD33 positive acute myeloid leukemia,140387
1454,Type of Leukemia - Acute Myeloid Leukemia,140388
1455,Dilated Pupils Before or After Surgery,140389
1456,Dilated Pupil,140390
1457,Prevention of Liver Transplant Rejection,140392
1458,Prevent of Transplant Rejection,140393
1459,Diffuse Proliferative Lupus Nephritis-A Kidney Disease,140394
1460,Candidiasis Yeast Infection that Spreads Throughout Body,140395
1461,Prevention of Type 2 Diabetes Mellitus,140396
1462,Tumor of Adrenal Gland Causing High Blood Pressure,140397
1463,Vaginosis caused by Bacteria,140398
1464,Infection caused by the Bacteria Anaerobes,140399
1465,infection,140400
1466,Peptic Ulcer due to Bacteria Helicobacter Pylori,140402
1467,Infection Within the Abdomen,140403
1468,Infection Around a Tooth,140404
1469,Bacteroides Infection Following Vaginal Cuff Surgery,140405
1470,Infection of a Woman's Reproductive Organs,140406
1471,Clostridium Difficile Bacteria Related Colitis,140407
1472,Rapid Irregular Heart Beat - Ectopic Atrial Tachycardia,140408
1473,Heart Rate Between 100 and 130 Beats Per Minute,140409
1474,Blood Infection caused by the Bacteria Bacteroides,140410
1475,Infection caused by Trichomoniasis Protozoa,140411
1476,Sepsis Caused by Bacteria,140412
1477,Prevention of Perioperative Infection,140413
1478,Abscess Within the Abdomen caused by Anaerobic Bacteria,140414
1479,Bacterial Blood Infection caused by Clostridium,140415
1480,Severe Intestinal Infection due to Entamoeba Histolytica,140416
1481,Infection of Abdominal Cavity Lining due to Clostridium,140417
1482,Infection Within the Abdomen caused by Clostridium Bacteria,140418
1483,Infection Following Vaginal Cuff Surgery,140419
1484,Diabetes During Pregnancy,140420
1485,Infection of Lining of the Uterus caused by Bacteroides,140421
1486,Pneumonia caused by the Bacteria Bacteroides,140422
1487,Infection caused by Bacteroides Fragilis Bacteria,140423
1488,Sexual Transmitted Disease Exposure from Sexual Assault,140424
1489,Infection of a Joint,140425
1490,Bone Infection caused by Bacteroides,140426
1491,Recurrent Persistent Inflammation of the Urethra,140427
1492,Rapid Onset of an Intestinal Infection due to Amebae,140428
1493,Infection of Abdominal Cavity Lining due to Bacteroides,140429
1494,Stomach Muscle Paralysis and Decreased Function,140430
1495,Stomach Muscle Paralysis and Decreased Function from Diabetes,140432
1496,Feel Like Throwing Up,140433
1497,Throwing Up,140435
1498,Joint Disease which may include Attacks of Acute Arthritis,140436
1499,Obstructive Pulmonary Disease,140437
1500,"Muscle Pain and Stiffness in Shoulder, Neck and Pelvis",140438
1501,Inflammation of Several Cartilages of the Body,140439
1502,Cognitive Impairment following Traumatic Brain Injury,140440
1503,Any Disease Following Trauma Involving Joint Cartilage,140441
1504,Inflammation of the Joints due to Gout,140442
1505,Thyroid Gland Inflammation,140443
1506,Allergic Reaction caused by a Drug,140444
1507,Inflammation of Lung from Inhaling Something Irritating,140445
1508,Disease in which Body has Immune Response Against Itself,140446
1509,Body's Rejection of a Transplanted Organ,140447
1510,Muscle or Bone Disorder,140448
1511,Disease causing Arthritis & Urethral & Eyelid Inflammation,140449
1512,Inflammation of the Elbow and Surrounding Tissue,140450
1513,Disorder of the Connective Tissue,140451
1514,Prevention of Post Cardio-Thoracic Surgery Atrial Fibrillation,140452
1515,Giant Hives,140453
1516,Skin Rash with Sloughing,140454
1517,Joint Capsule Membrane Inflammation of a Diseased Joint,140455
1518,Inflammation of the Covering of the Heart or Pericardium,140456
1519,Presence of Polyps in the Nose,140457
1520,Eye Disorder,140458
1521,Failure of Small Intestines to Digest and Absorb Food,140459
1522,Inflammation of the Artery in the Temple Area,140460
1523,Decreased Function of the Adrenal Gland,140461
1524,Group of Skin Disorders that Resemble Blisters,140462
1525,Inflammation of the Heart,140463
1526,Condition caused by Excess Secretion of Male Hormones,140464
1527,Chronic Inflammatory Skin Disease Marked by Blisters,140465
1528,Methemoglobinemia,140466
1529,Hemorrhage Following Abortion,140467
1530,Generalized Lipodystrophy,140468
1531,Condition Where Part of the Skin Loses Pigment,140469
1532,Pregnancy Located Outside of Womb; Often in Fallopian Tube,140470
1533,Vasculitis,140471
1534,Osteosarcoma that has Not Spread Outside the Bone,140472
1535,Type of Leukemia - Acute Lymphocytic Leukemia,140473
1536,Additional Medication for Tetanus,140474
1537,Incomplete Abortion,140475
1538,Increased Eye Pressure caused by Another Disease,140476
1539,Closed Angle Glaucoma,140477
1540,Diagnostic Test for Asthma,140478
1541,Prevention of Bladder Irritation and Bleeding due to Chemotherapy,140479
1542,Inflammation of the Sigmoid Colon and the Rectum,140480
1543,Ulceration of the Rectum,140481
1544,Deficiency of Biotin a Component of the Vitamin B Complex,140482
1545,A type of Parasitic Infection - Babesiosis,140484
1546,Pneumonia caused by Pneumocystis Jirovecii Organism,140485
1547,Prevention of Toxoplasmosis,140486
1548,Injection to cause Local Loss of Feeling or Numbness,140487
1549,Additional Medication for Calming,140488
1550,Decreased Blood-Clotting from Low Vitamin K,140489
1551,Sepsis Syndrome,140490
1552,Bacterial Meningitis caused by Streptococcus,140491
1553,Abscess Within the Abdomen,140492
1554,Cystic Fibrosis and Infection from Pseudomonas Bacteria,140493
1555,Pneumonia caused by Acinetobacter Bacteria,140494
1556,Bacterial Meningitis,140495
1557,Pneumonia Acquired from Being Treated In a Hospital,140496
1558,Meningococcal Vaccination,140497
1559,Ovary Follicle Stimulation for Assisted Fertility Procedures,140498
1560,Stimulation of Ovarian Follicle,140499
1561,Low Estrogen After Operation to Remove Ovaries,140500
1562,Yellow-Brown Patches on Skin,140501
1563,Metastatic Endometrial Carcinoma,140502
1564,Cancer in the Lining of the Uterus,140503
1565,Malignant Melanoma with BRAF V600K Mutation,140504
1566,Non-Radiographic Axial Spondyloarthritis,140505
1567,Decrease in Weight due to HIV Infection,140506
1568,Loss of Appetite with HIV,140507
1569,Preventive Treatment of Vivax Malaria,140508
1570,Falciparum Malaria Resistant to the Medication Chloroquine,140510
1571,Prevention of Falciparum Malaria that is Resistant to Chloroquine,140511
1572,Prevention of Abnormal Growth in Cells of Uterine Lining,140512
1573,Joint Pain,140513
1574,Post-Menopausal Symptoms,140514
1575,A Tumor Formed of Blood Vessels,140515
1576,A Hereditary Progressive Anemia of Unknown Cause,140516
1577,Erythema Multiforme,140517
1578,"Disease with Enlarged Lymph Tissue, Spleen and Liver",140518
1579,Test for the Presence of Estrogen in the Body,140520
1580,Process of Making X-Rays of Stomach or Intestines,140521
1581,X-Ray of Arteries that are Distant From Center of the Body,140522
1582,X-Ray of the Bile Ducts,140523
1583,Intestinal Infection by a Worm - Trichuris Trichiura,140524
1584,Pain with Advanced Prostate Cancer Resistant to Hormones,140525
1585,Cancer of the Bladder,140526
1586,Prevention of Recurrent Bladder Cancer,140527
1587,Cancer of the Glands Above the Kidneys,140528
1588,Induction of Cervical Softening and Dilation in Labor,140530
1589,Anemia in Chronic Kidney Disease,140531
1590,Hair Loss,140532
1591,"Bacterial Infection due to Deer Fly, Flea & Tick Bites",140533
1592,Chronic Post Traumatic Stress Disorder with Trauma-related Nightmares,140534
1593,Enlarged Prostate,140535
1594,Sinus Irritation and Congestion,140536
1595,Inflammation of the Gums and Mouth,140537
1596,Bacterial Skin Infection - Yaws,140538
1597,Acute Gonorrhea of the Lining of the Uterus,140539
1598,Infectious Disease with Relapsing Attacks of High Fever,140540
1599,Wasting of Tissues of the Vulva,140541
1600,Skin Infection marked by Ulcers - Cutaneous Leishmaniasis,140542
1601,Sedation with Ability to Respond to Stimulation or Speech,140544
1602,Anxiety associated with an Operation,140545
1603,Feeling Restless,140546
1604,Prevention of Calcium-Containing Kidney Stones,140547
1605,Inducing of a Relaxed Easy State,140548
1606,Inflammation and Infection of Nail Cuticle,140549
1607,Decreased Bone Mass Following Menopause,140550
1608,X-Ray Procedure to Determine Spread of Prostate Cancer,140551
1609,"Depression associated with Bipolar Disorder, Adjunct Treatment",140552
1610,Muscle Weakness associated with Sleeping Disease,140554
1611,Depression following Delivery of Baby,140555
1612,Premature Ejection of Semen,140556
1613,Depressed Mood Disorder Occurring Every Year at the Same Time,140557
1614,Anorexia Nervosa,140558
1615,Eczema Skin Condition Resisting Treatment,140559
1616,Chronic Obstructive Lung Disease,140560
1617,Bronchospasm Prevention,140561
1618,Emphysema,140562
1619,Generalized Attack of Muscular Weakness,140563
1620,Acute Heparin Overdose,140564
1621,Pulmonary Atresia Present at Birth,140565
1622,Enlarged Prostate with Urination Problems,140566
1623,Overactive Thyroid Gland,140567
1624,Male Pattern Baldness,140568
1625,Symptoms arising in Severe Thyrotoxicosis Thyroid Crisis,140569
1626,Overactive Thyroid Gland in Newborn,140570
1627,Idiopathic Hypertrophic Subaortic Stenosis,140572
1628,General Anesthesia,140573
1629,Anesthesia of the Cornea of the Eye,140574
1630,Supraventricular Cardiac Arrhythmia,140576
1631,Low Platelet Count in Chronic Hepatitis C Infection,140577
1632,Metastatic Cancer Involving the Kidney Cells,140578
1633,Osteoporosis in Male Patient,140579
1634,Aromatase Inhibitor Drug-Induced Osteoporosis,140580
1635,Osteoporosis in Men due to Deficient Function of Testis,140581
1636,Pulmonary Emphysema associated with Alpha-1-Proteinase Inhibitor Deficiency,140582
1637,Rejection of Liver Transplant,140583
1638,Management of Body's Rejection to a Transplanted Kidney,140584
1639,Ovarian Dysfunction causing Absence of Menstrual Periods,140585
1640,Infertility caused by Deficiency of a Hormone-Progesterone,140586
1641,Low Blood Sugar,140587
1642,Condition with an Abnormal High Amount of Insulin,140588
1643,Inflammation of the Rectum,140589
1644,Soreness of the Rectal Area,140590
1645,Rectal Disorder,140591
1646,Anemia associated with Frequent Blood Donation,140592
1647,Anemia Due To Chemotherapy and Radiotherapy Combination,140593
1648,Anemia due to Kidney Failure,140594
1649,Severe Nausea and Vomiting that has Lasted a Long Time,140595
1650,Anemia from Chemotherapy,140596
1651,Anxiety without Psychosis,140597
1652,Reduction of Allogeneic Blood Transfusion in Surgery,140598
1653,Rapid Ventricular Heartbeat,140599
1654,Prevention of Bacterial Infection in Chronic Lymphocytic Leukemia,140600
1655,Wheezing,140601
1656,Chronic Widening of Lung Air Passages,140602
1657,Malaria caused by the Protozoa Plasmodium Vivax,140603
1658,Tooth Decay Prevention,140604
1659,Prevention of Streptococcus Pneumoniae Infection,140605
1660,Inflammation of the Gums,140606
1661,Prevention of Tooth Plaque,140607
1662,Medication Treatment for Healing Ulcer of the Duodenum,140608
1663,Chronic Diarrhea,140609
1664,Poisoning by the Heart Medication Digitalis,140610
1665,Fatty Bowel Movements in Cystic Fibrosis,140611
1666,Extreme Apprehension or Fear of Social Interaction,140612
1667,Benign Tumors of the Hormone Producing Glands,140613
1668,Scratch Wound on Cornea,140614
1669,Inflammation of the Iris - the Colored Part of the Eyeball,140615
1670,Infection of the Cornea of the Eye due to Herpes Zoster,140616
1671,Chronic Infection of Genotype 3 Hepatitis C Virus,140617
1672,Increased Hunger,140618
1673,Postmenopausal Urethral Atrophy,140619
1674,Bell's Palsy Paralysis of One Side of the Face,140620
1675,Worsening of Asthma,140622
1676,Acute Exacerbation of Multiple Sclerosis,140623
1677,Pneumonia with High Amount of Eosinophil White Blood Cells,140624
1678,Bronchiolitis Obliterans with Organizing Pneumonia,140625
1679,Sjogren's Syndrome; Causes Dry Eyes & Mouth And Arthritis,140626
1680,Cancer of the Prostate Gland,140627
1681,Inflammation & Obstruction of Smallest Breathing Passages,140628
1682,Vocal Cord Swelling,140629
1683,Decreased Platelets due to a Disease State or a Drug,140630
1684,Breast Cancer,140631
1685,Allergic Bronchopulmonary Aspergillosis - Fungal Infection,140632
1686,Anemia From Too Few Young Red Blood Cells,140633
1687,Rheumatic Fever,140634
1688,Inflammation of the Uvea of the Eye,140635
1689,Inflammation in Lungs caused by Allergic Reaction,140636
1690,Allergic Reaction causing Serum Sickness,140637
1691,Increased Calcium in the Blood from Sarcoidosis,140638
1692,Fever due to Cancer,140639
1693,Cutaneous T-Cell Lymphoma,140640
1694,A Type of Inflammation of Both Eyes,140641
1695,Beryllium Poisoning,140642
1696,Chronic Malignant T-Cell Lymphoma of the Skin,140643
1697,Periarteritis Nodosa,140644
1698,Neuroendocrine Cancer of the Prostate Gland,140645
1699,Diffuse Large B-Cell Lymphoma,140646
1700,Liver Problems,140647
1701,Local Anesthesia for Surgical or Other Procedure,140648
1702,Major Nerve Block for Surgery,140649
1703,CCR5 Tropic HIV Infection,140650
1704,Nerve Pain,140651
1705,High Pressure Within the Skull,140652
1706,Fluid Accumulation in the Brain,140653
1707,Dotted Lesions or Damage on Cornea of Eye,140654
1708,Prevent Inflammation of the Cornea due to the Medication Cytarabine,140655
1709,Infection caused by Worms - Metagonimiasis,140656
1710,A Tapeworm Infection - Taeniasis,140657
1711,Prevention of Falciparum Malaria,140658
1712,Risk Reduction for Recurrent Preterm Birth,140659
1713,Low Amount of Magnesium in the Blood,140660
1714,Images of the Brain Produced by X-Ray Techniques,140661
1715,Severely Increased Blood Pressure and Edema During Pregnancy,140662
1716,Overdose of Organophosphorous Agent,140663
1717,Respiratory System Complications due to Cystic Fibrosis,140664
1718,Arthritis in Lyme Disease,140665
1719,Abdominal Infection due to the Bacteria Actinomyces,140666
1720,Mouth Infection Prevention,140667
1721,COPD with Chronic Bronchitis,140668
1722,Additional Controller Medication for Asthma,140669
1723,Procedure to View Function of the Ventricles of the Heart,140670
1724,Chronic Bronchitis,140671
1725,Bronchi Muscle Spasm resulting from COPD,140672
1726,A Type of Flu - Influenza A,140673
1727,Inflammation of Esophagus from Backflow of Stomach Acid,140674
1728,Prevent Indigestion,140675
1729,Leg Pain when Walking; Absent at Rest,140676
1730,Peripheral Vascular Disease,140677
1731,Bladder Pain,140678
1732,Chronic Infectious Disease due to Organism L. Donovani,140679
1733,Infection Prevention from Tooth Extraction,140680
1734,Chorea Prevention,140681
1735,Scarlet Fever,140682
1736,Trench Mouth,140683
1737,"Acute Infection of the Nose, Throat or Sinus",140684
1738,Upper Respiratory Infection caused by Pneumococcus,140685
1739,Throat Irritation,140686
1740,Syphilis,140687
1741,Excessive Copper Deposits in the Liver and Brain,140688
1742,Congenital Syphilis with Nervous System Involvement,140689
1743,Cold Sore,140690
1744,Nonsquamous Non-Small Cell Lung Cancer,140691
1745,Pus in Lungs caused by Bacteria Clostridium Perfringens,140692
1746,"Treatment of Depletion of Body's Supply of Sodium, Potassium and Chloride",140693
1747,Use of Drugs or Surgical Procedures to Begin Labor Process,140694
1748,"hormone receptor (HR)-positive, HER2-negative, PIK3CA mutated advanced breast cancer",140695
1749,An Infection caused by Worms,140696
1750,Dry Mouth Secondary to Sjogren's Syndrome,140697
1751,Dry Mouth caused by Radiation Therapy,140698
1752,"Red Patches from Sun Exposure on the Body, Arms or Legs",140699
1753,Increased Pressure in Eyes,140700
1754,High Grade Dysplasia associated with Barrett's Esophagus,140701
1755,Low Amount of Phosphate in the Blood,140702
1756,Seizure Occurring during Neurosurgery,140703
1757,Prevention of Seizures following Head Injury or Surgery,140704
1758,Irregular Heart Rhythm due to the Drug Digitalis,140705
1759,Continued Painful Erection,140706
1760,Weight Gain,140707
1761,Treatment to Prevent a Blood Clot in a Vascular Stent,140709
1762,Treatment to Prevent Peripheral Artery Thromboembolism,140710
1763,Prevention of Blood Clots in the Brain,140711
1764,Disease that Causes Disc-Shaped Patches On the Upper Body,140712
1765,Skin Allergy to Sunlight,140713
1766,Acute ST Elevation Myocardial Infarction,140714
1767,Low Amount of Potassium in the Blood,140715
1768,Prevention of Low Potassium in the Blood,140716
1769,Uric Acid Kidney Stones,140717
1770,High Amount of Oxalic Acid in the Urine,140718
1771,Calcium Phosphate Kidney Stones,140719
1772,Skin Disease with Hardened Patches of Skin,140721
1773,Inflammation of Blood Vessels in the Skin,140722
1774,External Genital Warts,140723
1775,Preventive Treatment of Ovale Malaria,140724
1776,Non-Q Wave Heart Attack,140725
1777,aggressive systemic mastocytosis,140726
1778,Tumor of Soft/Connective Tissue that is Usually Malignant,140727
1779,Frequent Headaches,140728
1780,Intestinal Parasitic Infection,140729
1781,Increased Levels of Prolactin in the Blood,140730
1782,Prolactin Excreting Tumor of the Pituitary Gland,140731
1783,Hyperparathyroidism caused by Chronic Kidney Failure,140732
1784,Deficiency of Pantothenic Acid a B Complex Group Vitamin,140733
1785,Hepatic Porphyria,140734
1786,Fluid Retention Before or During Menstrual Period,140735
1787,Breast Cancer that has Spread to the Bones,140736
1788,Glucocorticoid-Induced Osteoporosis Prevention,140737
1789,Paget's Disease of Bone,140738
1790,Lesions in the Bone of the Disease Multiple Myeloma,140739
1791,Cancer Metastasis to Bone,140740
1792,Schizophrenia With Mood Changes,140741
1793,Psychosis caused by a Disease,140742
1794,"Hormone Receptor (HR)-Positive, HER2-Negative Advanced Breast Cancer in Woman",140743
1795,Prevention of Ventricular Fibrillation,140744
1796,Atypical Ventricular Tachycardia,140745
1797,Locally Advanced Breast Carcinoma,140746
1798,Cancer Involving the Head or Neck,140747
1799,Atrial Flutter,140748
1800,Petit Mal Epilepsy with Multiple Seizure Types,140750
1801,Difficulty Falling Asleep,140751
1802,Treatment to Prevent Gastroenteritis due to Rotavirus,140752
1803,Regional Anesthesia for Labor Pain,140753
1804,Regional Anesthesia for Surgery,140754
1805,Condition caused by Low Levels of Parathyroid Hormone,140755
1806,Aspiration Pneumonia Prevention,140757
1807,Additional Repair of Coronary Artery with Balloon,140758
1808,Additional Removal of Plaque from Coronary Arteries,140759
1809,Pervasive Developmental Disorder,140760
1810,Mild to Moderate Alzheimer's Type Dementia,140761
1811,A Rare Developmental Disorder of Infants,140763
1812,Lymphangioleiomyomatosis,140764
1813,Medication Treatment for Healing Stomach Ulcer,140765
1814,Stones in the Urinary Tract,140766
1815,Allergic Rhinitis Due to Ragweed Pollen,140767
1816,Metastatic Castration-Resistant Prostate Cancer,140768
1817,Prevention of Rabies after Exposure to the Disease,140769
1818,Trouble Breathing,140770
1819,Prevention of Rabies,140771
1820,Medication Treatment for Healing Gastroesophageal Reflux,140772
1821,Symptoms Accompanying Esophageal Reflux of Stomach Acid,140773
1822,Blood Clotting Disorder from Clotting Factor IX,140774
1823,Dementia associated with Parkinson's Disease,140775
1824,Follicular Lymphoma,140776
1825,CD20 Positive Non-Hodgkin's Lymphoma,140777
1826,Disease of Respiratory Tract - Wegener's Granulomatosis,140778
1827,pemphigus vulgaris,140779
1828,Mantle Cell Lymphoma,140780
1829,Recurrent or Resistant to Treatment Non-Hodgkin's Lymphoma,140781
1830,Osteoporosis caused by Glucocorticoid Drugs,140783
1831,Chronic Pulmonary Hypertension After Pulmonary Embolism,140784
1832,Lou Gehrig's Disease,140785
1833,Diarrhea caused by E. Coli Bacteria,140786
1834,Treatment of Staphylococcal Osteomyelitis with More Than One Medication,140787
1835,Inactive Tuberculosis,140788
1836,Infection due to a Brucella Bacteria,140789
1837,Leprosy,140790
1838,Respiratory Syncytial Viral Infection of Respiratory Tract,140791
1839,Prevention of HIV Infection after Exposure,140792
1840,Myelodysplastic Syndrome with 5q Deletion Gene Type,140793
1841,Flat Wart,140794
1842,Renal Osteodystrophy with Hyperphosphatemia,140795
1843,Fine Wrinkling of the Face,140796
1844,Fine Wrinkling,140797
1845,Thickening of the Outer Horny Layer of the Skin,140798
1846,Severe Ulcerative Colitis,140799
1847,Crohn's Disease with Fistulas Developing in Intestines,140800
1848,Prevent Mother's Rh Factor Reaction in Baby,140801
1849,Crohn's Disease Maintenance of Remission,140802
1850,Ulcer of the Leg with Diabetes and Nerve Involvement,140803
1851,Stromal Tumor of Stomach or Intestines,140804
1852,Severe Type of Inflammatory Bowel Disease-Crohn's Disease,140805
1853,Insertion of a Tube Into the Intestine or Stomach,140806
1854,Disease of the Skin Characterized by Pus-Filled Blisters,140807
1855,osteoporosis in postmenopausal woman at high risk for fracture,140808
1856,Cancer that has Spread To the Bone From Solid Tumors,140809
1857,Increased Calcium in the Blood from Cancer,140810
1858,Additional X-Rays of the Stomach or Intestines,140811
1859,Sudden Rapid Heartbeat-Paroxysmal Ventricular Tachycardia,140812
1860,Life-Threatening Rapid Ventricular Heartbeat,140813
1861,High Blood Pressure caused by Scleroderma,140814
1862,Itching Associated with Blockage of a Bile Duct,140815
1863,Osteoporosis caused by Anti-Androgen Drugs,140816
1864,renal cell carcinoma adjuvant therapy following nephrectomy,140817
1865,Acute Sinus Infection caused by Haemophilus Parainfluenzae,140818
1866,Prevention of Bronchospasms with Emphysema,140819
1867,Intestinal Infection caused by the Roundworm Strongyloides,140820
1868,Inadequate Gonadotropin Secretion causing Hypogonadism,140821
1869,Undescended Testicle,140822
1870,Cluster Headache,140823
1871,Inflammation of a Shoulder Joint,140824
1872,Shoulder Tendon Inflammation,140825
1873,Blood Clotting Disorder - Von Willebrand's Disease,140826
1874,Skin Condition Marked by Red and Painful Nodules,140827
1875,Skin & Lymph Node Infection by Sporothrix Schenckii Fungus,140828
1876,Surgery on the Thyroid Gland,140829
1877,Gonorrhea Infection of the Throat,140830
1878,Continuous Bacterial Inflammation of the Prostate Gland,140831
1879,Infection From Birth due to Toxoplasma Gondii Parasite,140832
1880,Encephalitis due to the Parasite Toxoplasma Gondii,140833
1881,Inflammation of the Choroid and Retina of the Eye,140834
1882,Chronic Bronchitis caused by Haemophilus Influenzae,140835
1883,Chronic and Contagious form of Conjunctivitis - Trachoma,140836
1884,Bacterial Inflammation of Cornea and Covering of Eye,140837
1885,Intestine Infection due to the Shigella Bacteria,140838
1886,Infection due to Chlamydiae Species Bacteria,140840
1887,Highly Infectious Venereal or Sexually Transmitted Ulcer,140841
1888,Feeling Weak,140842
1889,Sucrase-Isomaltase Enzyme Deficiency from Birth,140843
1890,Decreased Muscle Tone,140844
1891,Chronic Myelocytic Leukemia in the Accelerated Phase,140845
1892,Vancomycin-Resistant Enterococcus Faecium in the Blood,140846
1893,Respiratory Syncytial Virus Pneumonia Prevention,140847
1894,Additional Medication for Diabetes Type 2,140848
1895,Additional Medication for Diabetes Type 1,140849
1896,Added Therapy to Improve Treatment of Melanoma,140850
1897,Excessive Sweating of the Armpit,140851
1898,Enlarged Superficial Veins,140852
1899,Ichthyosis Lamellar,140853
1900,A Rare Hereditary Skin Condition,140854
1901,Skin Disease Characterized by Swollen Itching Lesions,140855
1902,"Increased Size of Hands, Feet and Face",140856
1903,Insomnia with Middle of the Night Awakening and 4 Hours Sleep Time Remaining,140857
1904,Dark Urine in the Morning Caused by Blood Disorder,140858
1905,Atypical Hemolytic Uremic Syndrome,140859
1906,Roughened Red Patches of Skin due to Sun Exposure,140860
1907,Cyanide Poisoning,140861
1908,Ornithine Carbamoyltransferase Deficiency,140862
1909,Excessive Urinary Excretion of the Amino Acid Cystine,140863
1910,Low Amount of Sodium in the Blood,140864
1911,Excess Body Acid,140865
1912,Renal Tubular Acidosis,140866
1913,Chronic Phase Philadelphia Chromosome Positive Chronic Myelocytic Leukemia,140867
1914,Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia,140868
1915,Sprains and Strains,140869
1916,Type of Infection caused by Histoplasmosis Fungus,140870
1917,Severe Lower Back Pain from Kidney Stones,140871
1918,Infection caused by the Fungus Scedosporium Apiospermum,140872
1919,Infection caused by Coccidioides Fungus,140873
1920,Infection caused by Blastomyces Dermatitidis Fungus,140874
1921,Accumulation of Fluid caused by Cirrhosis of the Liver,140875
1922,Male Pattern of Hair Distribution or Hirsutism in a Woman,140876
1923,Aldosteronism,140877
1924,Diagnostic Test for Primary Hyperaldosteronism,140878
1925,Accumulation of Fluid caused by Kidney Disease,140879
1926,Parkinson Symptoms,140880
1927,Parkinsonism due to Degenerations in the Brain,140881
1928,Additional Treatment with Gastroscopy,140882
1929,An Infection in a Burn Wound,140883
1930,Increased Pressure of Pulmonary Circulation,140884
1931,Kidney Stones caused by Cystine,140885
1932,Pediatric Fever without a Source,140886
1933,Complicated Skin Infection due to Strep. Pyogenes Bacteria,140887
1934,Low Sperm Count,140888
1935,Superficial Basal Cell Carcinoma of the Skin,140889
1936,Relapsed Follicular B-Cell Non-Hodgkin Lymphoma,140890
1937,Administration of Local Anesthetic Nerve Block,140891
1938,Vulvar Intraepithelial Neoplasia,140892
1939,Hyperparathyroidism caused by Chronic Renal Failure with Dialysis,140893
1940,High Amount of Calcium in the Blood from Increased Activity of the Parathyroid Gland,140894
1941,Increased Calcium in Blood due to Parathyroid Cancer,140895
1942,PKU - Phenylketonuria,140896
1943,Carcinoid Crisis,140897
1944,Increased Growth of Islet Cells of Pancreas,140898
1945,Pancreatic Tumor causing Excessive Secretion of Insulin,140899
1946,Severe Burn,140900
1947,Syndrome of Inappropriate Antidiuretic Hormone Secretion,140901
1948,Disorder in which Skin Converts to Hard Horny Material,140902
1949,Ventricular Premature Beats,140903
1950,Severe Anxiety,140904
1951,Plantar Warts,140905
1952,Prevention of Shingles,140906
1953,Herpes Simplex Infection of Skin & Mucous Membranes,140907
1954,Genital Herpes,140908
1955,Recurrent Cold Sore,140909
1956,Pneumonia caused by the Bacteria Chlamydia,140910
1957,Herpes Simplex Infection of Skin and Mucous Membranes,140911
1958,Shingles,140912
1959,Acute Gonorrhea of the Cervix,140913
1960,Herpes Infection of the Eye,140914
1961,Recurrent Genital Herpes,140915
1962,Herpes Simplex Infection,140916
1963,Prevent Recurrent Herpes Simplex Infection,140917
1964,Excess Absorption of Diet Plant and Shellfish Sterols and Cholesterol,140918
1965,Malignant Melanoma with BRAF V600E Mutation,140919
1966,Epithelial Cancer of Ovary,140920
1967,Primary Cancer of Peritoneum,140921
1968,Infection of the Cornea of the Eye with Ulcer Formation,140922
1969,Escherichia Coli Bacteria in the Blood,140923
1970,Inflammation and Infection of the Abdomen Lining,140924
1971,Appendicitis,140925
1972,E. Coli Bacteria Infection of Abdominal Cavity Lining,140926
1973,Complicated Appendicitis caused by Bacteroides Bacteria,140927
1974,Blood or Tissue Infection Affecting Whole Body of Newborn,140928
1975,Acute Pain,140929
1976,Vomiting in Children due to Acute Gastroenteritis,140930
1977,Petit Mal Seizures,140931
1978,Muscle Spasms caused by a Spinal Disease,140932
1979,Chronic Obstructive Asthma,140933
1980,Yellow Fever Vaccination,140934
1981,HIV Infection Pre-Exposure Prophylaxis,140935
1982,Infection of Urinary Tract due to Enterobacter Cloacae,140936
1983,Infection of the Cornea of the Eye due to Herpes Simplex,140938
1984,Infection of Cornea and Conjunctiva due to Herpes Simplex,140939
1985,Surgical Vitrectomy Adjunct to Enhance Visualization,140940
1986,Edema or Swelling of the Larger Air Passages of the Lungs,140941
1987,A Condition in which Hair Falls Out in Patches,140942
1988,Benign Tumor in Tissue Connecting Muscles and Bones,140943
1989,Subacute Inflammation of the Bursa,140944
